start,today,تاريخ النشاط,المحافظة,طبيعة الوصول,المنطقة الإدارية,المنطقة الفرعية,اسم القرية,هل يوجد دفتر عائلة,طبيعة العائلة,تاريخ طبيعة العائلة,بلد العودة,طبيعة السكن,عدد الأفراد في دفتر العائلة,عدد أفراد العائلة الفعلي,عدد الأفراد المعالين,عدد الأفراد المعيلين,هل عنوان السكن هو نفس منطقة التدخل؟,العنوان الحالي - المحافظة,العنوان الحالي - المنطقة,عنوان العائلة الأصلي (إذا كانت نازحة من قريبة أخرى).1,_id,_submission_time,_validation_status,_status,_index
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,5,5,1,1,نعم,,,,481092629,2025-05-18,,submitted_via_web,2734
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2024-12-01,,ملك,5,5,5,1,نعم,,,,481093318,2025-05-18,,submitted_via_web,2735
2025-05-18,2025-05-18,2025-05-18,طرطوس,متطوعي الوصول,,,,نعم,مجتمع مضيف,,,ملك,7,2,2,0,نعم,,,,481094663,2025-05-18,,submitted_via_web,2736
2025-05-18,2025-05-18,2025-05-18,طرطوس,متطوعي الوصول,,,,نعم,مجتمع مضيف,,,ملك,6,5,5,1,نعم,,,,481095093,2025-05-18,,submitted_via_web,2737
2025-05-18,2025-05-18,2025-05-18,طرطوس,متطوعي الوصول,,,,نعم,مجتمع مضيف,,,ملك,6,5,5,1,نعم,,,,481095101,2025-05-18,,submitted_via_web,2738
2025-05-18,2025-05-18,2025-05-18,طرطوس,متطوعي الوصول,,,,نعم,مجتمع مضيف,,,أستضافة,7,7,7,1,نعم,,,,481095103,2025-05-18,,submitted_via_web,2739
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-05-01,,أجار,5,5,0,0,نعم,,,,481095189,2025-05-18,,submitted_via_web,2740
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-05-01,,أجار,4,4,1,0,نعم,,,,481096557,2025-05-18,,submitted_via_web,2741
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-05-01,,أجار,5,5,1,0,نعم,,,,481098654,2025-05-18,,submitted_via_web,2742
2025-05-18,2025-05-18,2025-05-18,طرطوس,متطوعي الوصول,,,,نعم,مجتمع مضيف,,,ملك,5,5,5,1,نعم,,,,481099891,2025-05-18,,submitted_via_web,2743
2025-05-18,2025-05-18,2025-05-18,طرطوس,متطوعي الوصول,,,,نعم,مجتمع مضيف,,,ملك,5,3,3,1,نعم,,,,481099901,2025-05-18,,submitted_via_web,2744
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,6,6,1,1,نعم,,,,481100871,2025-05-18,,submitted_via_web,2745
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-05-01,,أجار,5,5,1,1,نعم,,,,481100876,2025-05-18,,submitted_via_web,2746
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-05-01,,أجار,5,5,1,1,نعم,,,,481101064,2025-05-18,,submitted_via_web,2747
2025-05-18,2025-05-18,2025-05-18,طرطوس,متطوعي الوصول,,,,نعم,مجتمع مضيف,,,ملك,6,6,6,1,نعم,,,,481103782,2025-05-18,,submitted_via_web,2748
2025-05-18,2025-05-18,2025-05-03,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-04-01,,أجار,4,4,3,1,لا,طرطوس,بانياس,,481111919,2025-05-18,,submitted_via_web,2749
2025-05-18,2025-05-18,2025-05-03,طرطوس,داخل المركز,,,,لا,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-04-01,,أجار,4,3,2,1,لا,طرطوس,بانياس,,481122507,2025-05-18,,submitted_via_web,2750
2025-05-18,2025-05-18,2025-05-03,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-04-01,,أستضافة,2,2,1,1,لا,طرطوس,بانياس,,481122514,2025-05-18,,submitted_via_web,2751
2025-05-17,2025-05-17,,طرطوس,متطوعي الوصول,,,,نعم,مجتمع مضيف,,,ملك,5,4,4,1,نعم,,,,481144365,2025-05-18,,submitted_via_web,2752
2025-05-18,2025-05-18,,طرطوس,متطوعي الوصول,,,,نعم,مجتمع مضيف,,,ملك,5,5,5,1,نعم,,,,481144369,2025-05-18,,submitted_via_web,2753
2025-05-18,2025-05-18,,طرطوس,متطوعي الوصول,,,,نعم,نازح داخلي,2024-12-01,,أجار,4,4,4,1,نعم,,,,481144373,2025-05-18,,submitted_via_web,2754
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-03-01,,ملك,10,3,2,1,نعم,,,,481154410,2025-05-18,,submitted_via_web,2755
2025-05-18,2025-05-18,2025-05-18,طرطوس,متطوعي الوصول,,,,نعم,مجتمع مضيف,,,ملك,7,6,5,1,لا,طرطوس,بانياس,,481161682,2025-05-18,,submitted_via_web,2756
2025-05-18,2025-05-18,2025-05-18,طرطوس,متطوعي الوصول,,,,نعم,مجتمع مضيف,,,ملك,6,6,5,1,لا,طرطوس,بانياس,,481161699,2025-05-18,,submitted_via_web,2757
2025-05-18,2025-05-18,2025-05-18,طرطوس,متطوعي الوصول,,,,نعم,مجتمع مضيف,,,ملك,6,3,2,1,لا,طرطوس,بانياس,,481163900,2025-05-18,,submitted_via_web,2758
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-04-01,,أخرى,6,5,5,1,نعم,,,,481175046,2025-05-18,,submitted_via_web,2759
2025-05-18,2025-05-18,2025-05-18,طرطوس,فريق جوال,تالين,تالين,اللتون المرقب,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-03-01,,ملك,5,2,2,1,نعم,,,,481181480,2025-05-18,,submitted_via_web,2760
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-05-01,,أستضافة,10,7,1,0,نعم,,,,481181606,2025-05-18,,submitted_via_web,2761
2025-05-18,2025-05-18,,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-05-01,,أجار,5,5,1,0,نعم,,,,481182667,2025-05-18,,submitted_via_web,2762
2025-05-18,2025-05-18,2025-05-18,طرطوس,فريق جوال,تالين,كردية,الكردية,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-03-01,,ملك,12,2,2,1,نعم,,,,481184233,2025-05-18,,submitted_via_web,2763
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-05-01,,أجار,5,5,1,0,نعم,,,,481184392,2025-05-18,,submitted_via_web,2764
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-05-01,,أجار,6,5,1,0,نعم,,,,481187029,2025-05-18,,submitted_via_web,2765
2025-05-18,2025-05-18,,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-05-01,,أجار,4,4,1,0,نعم,,,,481188423,2025-05-18,,submitted_via_web,2766
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-05-01,,أجار,4,4,1,0,نعم,,,,481189768,2025-05-18,,submitted_via_web,2767
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-05-01,,أستضافة,5,5,1,0,نعم,,,,481191045,2025-05-18,,submitted_via_web,2768
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-05-01,,أجار,6,6,1,0,نعم,,,,481191940,2025-05-18,,submitted_via_web,2769
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-05-01,,أجار,7,7,1,0,نعم,,,,481193305,2025-05-18,,submitted_via_web,2770
2025-05-18,2025-05-18,2025-05-18,طرطوس,متطوعي الوصول,,,,نعم,مجتمع مضيف,,,ملك,5,5,4,1,لا,طرطوس,بانياس,,481196438,2025-05-18,,submitted_via_web,2771
2025-05-18,2025-05-18,2025-05-18,طرطوس,فريق جوال,تالين,كردية,الكردية,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-03-01,,ملك,7,2,2,1,نعم,,,,481197204,2025-05-18,,submitted_via_web,2772
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-05-01,,أجار,3,3,1,0,نعم,,,,481197517,2025-05-18,,submitted_via_web,2773
2025-05-18,2025-05-18,2025-05-18,طرطوس,فريق جوال,تالين,كردية,الكردية,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-03-01,,ملك,6,6,6,1,نعم,,,,481200102,2025-05-18,,submitted_via_web,2774
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-04-01,,أجار,3,3,2,1,لا,طرطوس,بانياس,,481224123,2025-05-18,,submitted_via_web,2775
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-04-01,,أجار,5,5,4,1,لا,طرطوس,بانياس,,481225598,2025-05-18,,submitted_via_web,2776
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-03-01,,أجار,6,3,2,1,لا,طرطوس,بانياس,,481226528,2025-05-18,,submitted_via_web,2777
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-03-01,,أستضافة,5,4,3,1,لا,طرطوس,العنازة,,481295663,2025-05-19,,submitted_via_web,2778
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-05-01,,ملك,1,1,1,1,لا,طرطوس,ريف بانياس,,481295668,2025-05-19,,submitted_via_web,2779
2025-05-19,2025-05-19,,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-04-01,,أجار,4,4,3,1,نعم,,,,481295669,2025-05-19,,submitted_via_web,2780
2025-05-18,2025-05-18,2025-05-19,طرطوس,فريق جوال,بانياس,بانياس,ضهر محيرز,نعم,نازح داخلي,2025-03-01,,أخرى,2,2,2,2,نعم,,,,481295868,2025-05-19,,submitted_via_web,2781
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,لا,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-04-01,,أجار,7,2,2,0,لا,طرطوس,بانياس,,481297545,2025-05-19,,submitted_via_web,2782
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-04-01,,ملك,6,6,5,1,لا,طرطوس,بانياس,,481297576,2025-05-19,,submitted_via_web,2783
2025-05-19,2025-05-19,2025-05-19,طرطوس,فريق جوال,تالين,كردية,الكردية,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-03-01,,ملك,7,6,6,1,نعم,,,,481301209,2025-05-19,,submitted_via_web,2784
2025-05-19,2025-05-19,,طرطوس,متطوعي الوصول,,,,نعم,مجتمع مضيف,,,أجار,6,4,3,1,نعم,,,,481301832,2025-05-19,,submitted_via_web,2785
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-04-01,,أجار,2,2,1,1,لا,طرطوس,بانياس,,481302238,2025-05-19,,submitted_via_web,2786
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-04-01,,ملك,8,1,1,1,نعم,,,,481304001,2025-05-19,,submitted_via_web,2787
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-03-01,,ملك,6,5,5,1,نعم,,,,481306317,2025-05-19,,submitted_via_web,2788
2025-05-19,2025-05-19,,طرطوس,متطوعي الوصول,,,,لا,مجتمع مضيف,,,ملك,6,6,6,1,نعم,,,,481307965,2025-05-19,,submitted_via_web,2789
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-03-01,,ملك,5,5,4,1,نعم,,,,481308164,2025-05-19,,submitted_via_web,2790
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-04-01,,أجار,6,5,4,1,نعم,,,,481310300,2025-05-19,,submitted_via_web,2791
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-01-01,,أجار,5,4,4,1,نعم,,,,481310651,2025-05-19,,submitted_via_web,2792
2025-05-19,2025-05-19,,طرطوس,متطوعي الوصول,,,,نعم,مجتمع مضيف,,,أجار,2,2,2,1,نعم,,,,481312859,2025-05-19,,submitted_via_web,2793
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-03-01,,ملك,11,3,3,3,نعم,,,,481313765,2025-05-19,,submitted_via_web,2794
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-04-01,,أجار,8,1,1,1,نعم,,,,481314486,2025-05-19,,submitted_via_web,2795
2025-05-19,2025-05-19,,طرطوس,متطوعي الوصول,,,,لا,مجتمع مضيف,,,أجار,5,5,5,2,نعم,,,,481314805,2025-05-19,,submitted_via_web,2796
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,4,4,3,1,نعم,,,,481315984,2025-05-19,,submitted_via_web,2797
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,لا,نازح داخلي,2025-03-01,,أستضافة,4,8,6,2,نعم,,,,481315991,2025-05-19,,submitted_via_web,2798
2025-05-15,2025-05-15,2025-05-19,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-03-01,,لا يوجد مسكن,6,6,2,4,نعم,,,,481317212,2025-05-19,,submitted_via_web,2799
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-05-01,,أجار,3,3,1,1,نعم,,,,481317445,2025-05-19,,submitted_via_web,2800
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,لا,نازح داخلي,2024-12-01,,أستضافة,4,3,3,3,نعم,,,,481317918,2025-05-19,,submitted_via_web,2801
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-04-01,,أجار,3,3,2,1,نعم,,,,481318175,2025-05-19,,submitted_via_web,2802
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,4,3,1,نعم,,,,481318223,2025-05-19,,submitted_via_web,2803
2025-05-19,2025-05-19,2025-05-19,طرطوس,متطوعي الوصول,,,,نعم,مجتمع مضيف,,,ملك,4,4,1,3,نعم,,,,481318471,2025-05-19,,submitted_via_web,2804
2025-05-19,2025-05-19,2025-05-19,طرطوس,متطوعي الوصول,,,,لا,مجتمع مضيف,,,ملك,7,2,1,1,نعم,,,,481318477,2025-05-19,,submitted_via_web,2805
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,لا,نازح داخلي,2024-12-01,,أستضافة,4,4,4,1,نعم,,,,481319829,2025-05-19,,submitted_via_web,2806
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2024-12-01,,أجار,4,2,2,1,نعم,,,,481319836,2025-05-19,,submitted_via_web,2807
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,6,6,6,1,نعم,,,,481319839,2025-05-19,,submitted_via_web,2808
2025-05-19,2025-05-19,2025-05-19,طرطوس,متطوعي الوصول,,,,نعم,مجتمع مضيف,,,ملك,5,5,1,4,نعم,,,,481320643,2025-05-19,,submitted_via_web,2809
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,4,3,1,نعم,,,,481321695,2025-05-19,,submitted_via_web,2810
2025-05-19,2025-05-19,2025-05-19,طرطوس,متطوعي الوصول,,,,نعم,مجتمع مضيف,,,أجار,4,4,1,3,نعم,,,,481322356,2025-05-19,,submitted_via_web,2811
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2024-12-01,,ملك,4,4,4,1,نعم,,,,481322364,2025-05-19,,submitted_via_web,2812
2025-05-19,2025-05-19,2025-05-19,طرطوس,متطوعي الوصول,,,,لا,مجتمع مضيف,,,أستضافة,10,1,0,1,نعم,,,,481322380,2025-05-19,,submitted_via_web,2813
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,5,4,4,1,نعم,,,,481323771,2025-05-19,,submitted_via_web,2814
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-03-01,,أستضافة,2,2,1,1,نعم,,,,481325137,2025-05-19,,submitted_via_web,2815
2025-05-19,2025-05-19,2025-05-19,طرطوس,متطوعي الوصول,,,,نعم,مجتمع مضيف,,,أجار,3,3,1,2,نعم,,,,481326813,2025-05-19,,submitted_via_web,2816
2025-05-19,2025-05-19,2025-05-19,طرطوس,متطوعي الوصول,,,,نعم,مجتمع مضيف,,,أجار,17,2,1,1,نعم,,,,481326818,2025-05-19,,submitted_via_web,2817
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,3,3,1,نعم,,,,481327112,2025-05-19,,submitted_via_web,2818
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,5,4,1,لا,طرطوس,بانياس,,481327214,2025-05-19,,submitted_via_web,2819
2025-05-19,2025-05-19,,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-05-01,,ملك,4,4,1,0,نعم,,,,481327372,2025-05-19,,submitted_via_web,2820
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-03-01,,ملك,5,5,4,1,نعم,,,,481327491,2025-05-19,,submitted_via_web,2821
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,لاجئ عائد (من خارج القطر),2025-02-01,تركيا,ملك,3,3,2,1,نعم,,,,481328440,2025-05-19,,submitted_via_web,2822
2025-05-19,2025-05-19,,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-05-01,,أجار,5,5,1,1,نعم,,,,481329415,2025-05-19,,submitted_via_web,2823
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-05-01,,أجار,3,3,1,0,نعم,,,,481330125,2025-05-19,,submitted_via_web,2824
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2013-06-01,,ملك,12,3,3,0,نعم,,,,481331559,2025-05-19,,submitted_via_web,2825
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,8,8,8,1,نعم,,,,481331580,2025-05-19,,submitted_via_web,2826
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,9,2,1,0,نعم,,,,481332837,2025-05-19,,submitted_via_web,2827
2025-05-19,2025-05-19,,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2024-12-01,,أستضافة,2,2,2,0,نعم,,,,481333466,2025-05-19,,submitted_via_web,2828
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-03-01,,ملك,4,3,3,1,نعم,,,,481333793,2025-05-19,,submitted_via_web,2829
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2024-12-01,,أستضافة,4,4,3,1,نعم,,,,481334193,2025-05-19,,submitted_via_web,2830
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,4,4,1,0,نعم,,,,481334529,2025-05-19,,submitted_via_web,2831
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,2,2,1,1,نعم,,,,481334640,2025-05-19,,submitted_via_web,2832
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2024-12-01,,أستضافة,7,9,7,2,نعم,,,,481334667,2025-05-19,,submitted_via_web,2833
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,7,6,5,1,نعم,,,,481334696,2025-05-19,,submitted_via_web,2834
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,5,4,1,نعم,,,,481334748,2025-05-19,,submitted_via_web,2835
2025-05-18,2025-05-18,,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,4,4,3,1,نعم,,,,481336112,2025-05-19,,submitted_via_web,2836
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,5,4,1,لا,طرطوس,ريف بانياس,,481336491,2025-05-19,,submitted_via_web,2837
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,8,6,6,1,نعم,,,,481336507,2025-05-19,,submitted_via_web,2838
2025-05-19,2025-05-19,2025-05-19,طرطوس,متطوعي الوصول,,,,نعم,نازح داخلي,2025-01-01,,أجار,5,5,1,4,نعم,,,,481336532,2025-05-19,,submitted_via_web,2839
2025-05-19,2025-05-19,2025-05-19,طرطوس,متطوعي الوصول,,,,نعم,مجتمع مضيف,,,أستضافة,11,2,1,1,نعم,,,,481336536,2025-05-19,,submitted_via_web,2840
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-04-01,,ملك,4,4,4,1,نعم,,,,481337100,2025-05-19,,submitted_via_web,2841
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-03-01,,أستضافة,6,6,5,1,نعم,,,,481337509,2025-05-19,,submitted_via_web,2842
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-05-01,,أجار,3,3,1,0,نعم,,,,481337705,2025-05-19,,submitted_via_web,2843
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2024-12-01,,أستضافة,3,3,3,0,نعم,,,,481339091,2025-05-19,,submitted_via_web,2844
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-03-01,,أجار,5,5,4,1,نعم,,,,481339457,2025-05-19,,submitted_via_web,2845
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,8,8,1,0,نعم,,,,481340163,2025-05-19,,submitted_via_web,2846
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,3,3,2,1,نعم,,,,481340167,2025-05-19,,submitted_via_web,2847
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-05-01,,أجار,10,10,10,1,نعم,,,,481342741,2025-05-19,,submitted_via_web,2848
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أستضافة,3,3,1,0,نعم,,,,481342810,2025-05-19,,submitted_via_web,2849
2025-05-19,2025-05-19,,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,4,4,4,1,نعم,,,,481343534,2025-05-19,,submitted_via_web,2850
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,11,4,3,1,نعم,,,,481344513,2025-05-19,,submitted_via_web,2851
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,2,2,1,1,نعم,,,,481345369,2025-05-19,,submitted_via_web,2852
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-03-01,,أستضافة,4,4,4,1,نعم,,,,481345679,2025-05-19,,submitted_via_web,2853
2025-05-19,2025-05-19,,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,4,4,1,0,نعم,,,,481346048,2025-05-19,,submitted_via_web,2854
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,4,3,1,لا,طرطوس,بانياس,,481346825,2025-05-19,,submitted_via_web,2855
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-03-01,,ملك,3,3,2,1,نعم,,,,481347495,2025-05-19,,submitted_via_web,2856
2025-05-18,2025-05-18,2025-05-19,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-03-01,,أجار,6,6,5,1,نعم,,,,481348350,2025-05-19,,submitted_via_web,2857
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-05-01,,أجار,4,4,4,1,نعم,,,,481348625,2025-05-19,,submitted_via_web,2858
2025-05-19,2025-05-19,,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,3,3,2,1,نعم,,,,481349715,2025-05-19,,submitted_via_web,2859
2025-05-19,2025-05-19,2025-05-19,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,7,2,2,1,نعم,,,,481349762,2025-05-19,,submitted_via_web,2860
2025-05-19,2025-05-19,,طرطوس,داخل المركز,,,,لا,مجتمع مضيف,,,أجار,4,4,1,0,نعم,,,,481350178,2025-05-19,,submitted_via_web,2861
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,10,9,8,1,نعم,,,,481350181,2025-05-19,,submitted_via_web,2862
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-03-01,,ملك,5,5,4,1,نعم,,,,481350187,2025-05-19,,submitted_via_web,2863
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,4,2,1,1,نعم,,,,481350205,2025-05-19,,submitted_via_web,2864
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-03-01,,أجار,10,2,1,1,نعم,,,,481350223,2025-05-19,,submitted_via_web,2865
